m,r,rho,T,P,l,eps,kappa,nabla_ad,nabla,transport
4.539835466404891e-07,0.002259805740653876,55.47525972423326,20178850.329716988,1.5002565153157802e+17,0.00010869264620223739,460.6889798185887,0.7813223453517123,0.39671234148694356,0.39671234148694356,convective
5.892384093960389e-07,0.0024650295354701245,55.474810562418156,20178742.600347497,1.500236325807945e+17,0.000141067083173998,460.6443503844855,0.7813268137461087,0.39671236700985024,0.39671236700985024,convective
7.650115274734967e-07,0.002689151555457956,55.47427546974524,20178614.260462098,1.500212273909169e+17,0.00018313544835111864,460.59118808535356,0.7813321371007799,0.3967123974156636,0.3967123974156636,convective
9.929536385608544e-07,0.0029333909096955083,55.47363936465364,20178461.692577418,1.5001836817987926e+17,0.00023768269339610786,460.5279976276248,0.7813384655087016,0.39671243356138247,0.39671243356138247,convective
1.2888593351178638e-06,0.0031998526446805247,55.47288235675617,20178280.125719275,1.5001496555436704e+17,0.0003084831810825472,460.4528074618972,0.7813459969299997,0.39671247657726655,0.39671247657726655,convective
1.6726200998880635e-06,0.003490293808679798,55.471982314214834,20178064.251150236,1.5001092005159363e+17,0.00040028806489865443,460.3634254914965,0.7813549516617319,0.39671252772095084,0.39671252772095084,convective
2.1703791729755086e-06,0.003806943500227666,55.470912029001134,20177807.5423951,1.5000610939999587e+17,0.0005193387771582756,460.25715841705323,0.7813656005565806,0.39671258853852986,0.39671258853852986,convective
2.815539954413064e-06,0.004151965962765126,55.46964012510648,20177502.472977903,1.5000039260484918e+17,0.0006736050304291172,460.1309032222142,0.7813782560097484,0.3967126608129561,0.3967126608129561,convective
3.6513656378885973e-06,0.004527801315487266,55.468129179511074,20177140.065601893,1.499936015071931e+17,0.0008734016691570035,459.9809623848131,0.7813932906860549,0.3967127466708189,0.3967127466708189,convective
4.733185138346817e-06,0.004936921554911307,55.46633572725574,20176709.89318064,1.4998554081314778e+17,0.001131908667246382,459.80304685677277,0.7814111375134042,0.3967128485820685,0.3967128485820685,convective
6.131853875951606e-06,0.005381941747560011,55.46420892016898,20176199.756874382,1.4997598207432973e+17,0.001465987159505859,459.59214633885824,0.7814323030891192,0.39671296943624434,0.39671296943624434,convective
7.937311275038342e-06,0.005865478894873686,55.461690186749145,20175595.604166113,1.49964662171295e+17,0.00189701272510351,459.3425001298721,0.7814573711461056,0.3967131125618232,0.3967131125618232,convective
1.0263116733565442e-05,0.006390135877809027,55.45871242634113,20174881.335117612,1.499512797079857e+17,0.002451934029216054,459.0475233316859,0.7814870106811099,0.39671328177203313,0.39671328177203313,convective
1.3251237395577567e-05,0.0069583774652048095,55.45519988682434,20174038.77242826,1.4993549448322886e+17,0.003164379720366953,458.69980274253146,0.7815219773150701,0.39671348137183826,0.39671348137183826,convective
1.7077403327857545e-05,0.007572447253877493,55.45106812610017,20173047.65142355,1.4991692734485542e+17,0.004075884470124808,458.2911033052001,0.781563113860012,0.3967137161601684,0.3967137161601684,convective
2.195656485332978e-05,0.008234262324435235,55.446224481643206,20171885.731716715,1.498951623339763e+17,0.005237117577499165,457.81242743780217,0.7816113458752303,0.3967139914032916,0.3967139914032916,convective
2.814859106586331e-05,0.008945356414725145,55.440568655250225,20170528.93628637,1.4986974935456426e+17,0.006709140606824266,457.2540885855453,0.7816676761283019,0.3967143128016515,0.3967143128016515,convective
3.5964242047411495e-05,0.009706873481719303,55.43399327536688,20168951.48493257,1.4984020675079725e+17,0.008564693616627126,456.6057856825546,0.781733179337251,0.3967146864579908,0.3967146864579908,convective
4.577189148922703e-05,0.010519633504563867,55.42638403262919,20167125.92506976,1.4980602197657037e+17,0.010889613102316138,455.8566390528736,0.7818090012302229,0.3967151188697454,0.3967151188697454,convective
5.800550149595156e-05,0.011384250814307424,55.41761921320868,20165023.01770638,1.4976664957147248e+17,0.01378448728332107,454.995171299975,0.7818963636865819,0.3967156169556753,0.3967156169556753,convective
7.317430082201911e-05,0.012301271623156232,55.4075686417336,20162611.481333077,1.4972150649969046e+17,0.017366637691877705,454.0092356072495,0.78199657586666,0.39671618811607423,0.39671618811607423,convective
9.187432529912277e-05,0.013271291666771544,55.39609227950328,20159857.652544018,1.4966996596015014e+17,0.021772441023819852,452.8859171855189,0.7821110489120979,0.3967168403125972,0.3967168403125972,convective
0.00011480176362918694,0.014295031859178313,55.38303876450023,20156725.13199475,1.4961135095965357e+17,0.02715994807202027,451.6114376513134,0.782241311393936,0.39671758215143554,0.39671758215143554,convective
0.00014276799127669763,0.015373370485982817,55.368244086164445,20153174.461858194,1.495449285205385e+17,0.033711735702568586,450.1710828463654,0.7823890236180031,0.3967184229588788,0.3967184229588788,convective
0.0001767162732487015,0.01650734432148135,55.35153044404666,20149162.846421555,1.4946990474839853e+17,0.0416379434312302,448.5491604599579,0.7825559903325966,0.39671937284647946,0.39671937284647946,convective
0.0002177402559912325,0.017698133921046966,55.33270524312311,20144643.904334802,1.493854205533057e+17,0.05117946981917436,446.7289844855478,0.7827441723485316,0.3967204427685143,0.3967204427685143,convective
0.0002671044799978964,0.018947044717080756,55.3115601455162,20139567.433063876,1.4929054767060736e+17,0.06261131876819132,444.69288055191055,0.7829556979186502,0.39672164457631454,0.39672164457631454,convective
0.0003262672165610712,0.02025549050495347,55.287870104221156,20133879.167468116,1.491842846549963e+17,0.07624608886096935,442.4222070645935,0.7831928746753114,0.3967229910736987,0.3967229910736987,convective
0.0003969059779882548,0.021624981971805946,55.261392323942786,20127520.519055393,1.4906555261069517e+17,0.0924375930912455,439.8973893594653,0.7834582027414915,0.39672449607665206,0.39672449607665206,convective
0.0004809460944210996,0.023057120728625365,55.23186511048547,20120428.286336087,1.489331904957722e+17,0.11158458688068248,437.0979660504529,0.783754389481758,0.3967261744794533,0.3967261744794533,convective
0.0005805928088486002,0.024553598433490722,55.19900657815432,20112534.328556962,1.487859498767137e+17,0.134134572518264,434.0026479579345,0.7840843662957541,0.3967280423290068,0.3967280423290068,convective
0.0006983674128432036,0.02611620030390043,55.162513188528884,20103765.195957113,1.4862248902943885e+17,0.1605876368807345,430.589390854205,0.7844513078375307,0.39673011690892446,0.39673011690892446,convective
0.0008371480438416821,0.027746812448084766,55.1220580914326,20094041.708986152,1.4844136627463536e+17,0.19150026899981887,426.8354835586478,0.7848586540936866,0.3967324168350343,0.3967324168350343,convective
0.001000215892954206,0.029447432680792043,55.07728923287234,20083278.47735801,1.4824103241196048e+17,0.22748909407283724,422.71765297153956,0.7853101358439311,0.3967349621643633,0.3967349621643633,convective
0.0011913077197965342,0.0312201845800778,55.02782719035209,20071383.3486225,1.4801982210273277e+17,0.2692344470655081,418.21218796199486,0.7858098041089576,0.3967377745198818,0.3967377745198818,convective
0.0014146757977365147,0.03306733501796549,54.9732626790143,20058256.771685556,1.4777594398070413e+17,0.3174837034901408,413.2950833470609,0.7863620644083955,0.3967408772342741,0.3967408772342741,convective
0.0016751566423142208,0.03499131526619375,54.913153667545195,20043791.059397727,1.475074692576769e+17,0.3730542676085163,407.9422058786155,0.7869717167573455,0.39674429551627405,0.39674429551627405,convective
0.0019782502505061475,0.03699474635353088,54.84702201569859,20027869.527530566,1.4721231847904042e+17,0.43683611720494137,402.129483050701,0.7876440026808343,0.3967480566446496,0.3967480566446496,convective
0.0023302119937448694,0.039080469317038284,54.77434952992336,20010365.48338974,1.468882460278181e+17,0.5097937911235043,395.8331159021077,0.7883846607817928,0.39675219019581803,0.39675219019581803,convective
0.002738159900622114,0.04125158138220123,54.69457330088516,19991141.028960347,1.4653282184562416e+17,0.5929677043108142,389.02981630418407,0.7891999928613447,0.39675672831295805,0.39675672831295805,convective
0.0032102008753182275,0.04351147959995969,54.60708014106612,19970045.631855246,1.4614340965638957e+17,0.6874746830805475,381.69706817502214,0.7900969432292259,0.3967617060271098,0.3967617060271098,convective
0.0037555804067231596,0.04586391364226025,54.5111998962261,19946914.40578208,1.4571714080871555e+17,0.7945076136670498,373.813412139785,0.7910365398104988,0.39676716164331927,0.39676716164331927,convective
0.004384861842627577,0.04831305045769697,54.40619731603393,19921566.01975721,1.4525088249641482e+17,0.9153341338731891,365.35875092693055,0.7919131557889444,0.39677313720998153,0.39677313720998153,convective
0.005110143320344318,0.05086355423174285,54.29126206736593,19893800.12913568,1.447411987159093e+17,1.0512943368169188,356.3146716433213,0.7928767697209436,0.39677967909540557,0.39677967909540557,convective
0.005945323372598299,0.05352068650073325,54.16549631613863,19863394.1812449,1.4418430169128714e+17,1.20379753473333,346.66477844756866,0.7939360984344346,0.3967868387047041,0.3967868387047041,convective
0.006906430481135618,0.056290433275674456,54.0278990739503,19830099.389768407,1.435759905823166e+17,1.3743182580930164,336.3950254806647,0.7951010071617597,0.3967946733833427,0.3967946733833427,convective
0.008012038144957568,0.059179668954803165,53.87734616634066,19793635.5853364,1.429115729365465e+17,1.5643918640851082,325.49403484515886,0.7963827467680995,0.3968032475732292,0.3968032475732292,convective
